time,open,high,low,close,tickvol,vol,spread,macd_line,macd_signal,signal,action,position,Trade P/L,Brokerage Cost,Total profit,Executed price,Take Profit,Stop Loss
2022-01-03 05:00:00+00:00,1.35041,1.35067,1.35033,1.35035,128,0,0,-0.00037797954988150195,-8.323215469902137e-05,0,hold,0,0,,0,,,
2022-01-03 05:15:00+00:00,1.35034,1.35036,1.34982,1.34994,302,0,0,-0.0004722142818294195,-0.00016694922295611394,0,hold,0,0,,0,,,
2022-01-03 05:30:00+00:00,1.34999,1.35,1.34953,1.34982,291,0,0,-0.0005286034034353015,-0.00021749137650458093,0,hold,0,0,,0,,,
2022-01-03 05:45:00+00:00,1.34982,1.35017,1.3497,1.34995,280,0,0,-0.0005591301068263999,-0.00027082106245716534,0,hold,0,0,,0,,,
2022-01-03 06:00:00+00:00,1.34996,1.35048,1.34967,1.35044,156,0,0,-0.0005293688456344814,-0.0002997820286381935,0,hold,0,0,,0,,,
2022-01-03 06:15:00+00:00,1.35044,1.35057,1.3504,1.35053,97,0,1,-0.0005043063591387842,-0.00033562535621424017,0,hold,0,0,,0,,,
2022-01-03 06:30:00+00:00,1.35053,1.35055,1.35041,1.35042,97,0,2,-0.0005140352127341874,-0.00039970275299738465,0,hold,0,0,,0,,,
2022-01-03 06:45:00+00:00,1.35042,1.35045,1.34953,1.34986,309,0,0,-0.000548181588104768,-0.0004380484661353032,0,hold,0,0,,0,,,
2022-01-03 07:00:00+00:00,1.34987,1.3501,1.34974,1.34983,178,0,0,-0.0005523368822477615,-0.00044548013458515064,0,hold,0,0,,0,,,
2022-01-03 07:15:00+00:00,1.34982,1.34998,1.34968,1.34973,130,0,0,-0.0005601346208359281,-0.00045901409002964915,0,hold,0,0,,0,,,
2022-01-03 07:30:00+00:00,1.34976,1.34995,1.34953,1.34995,159,0,0,-0.0005402275476265039,-0.0004647732039103848,0,hold,0,0,,0,,,
2022-01-03 07:45:00+00:00,1.34995,1.35009,1.34976,1.34988,155,0,0,-0.0005420867322640799,-0.0004937781718818341,0,hold,0,0,,0,,,
2022-01-03 08:00:00+00:00,1.34987,1.35033,1.34985,1.35025,144,0,0,-0.0005505980923994347,-0.0005695677370250794,1,buy,1,0,0.0027004999999999998,0,1.35025,1.377255,1.3367475
2022-01-03 08:15:00+00:00,1.35025,1.35026,1.34977,1.35005,150,0,0,-0.0005251782978594743,-0.0005632424970614632,1,hold,1,0,,0,,,
2022-01-03 08:30:00+00:00,1.35005,1.35066,1.35004,1.35034,238,0,0,-0.000494359958582935,-0.0005741621957606614,0,hold,1,0,,0,,,
2022-01-03 08:45:00+00:00,1.35034,1.35081,1.35034,1.35056,155,0,0,-0.0004376574811568723,-0.000556302787332382,0,hold,1,0,,0,,,
2022-01-03 09:00:00+00:00,1.35057,1.35069,1.34966,1.35067,437,0,0,-0.0003664846735211835,-0.0005100049600848442,0,hold,1,0,,0,,,
2022-01-03 09:15:00+00:00,1.35067,1.3507,1.35004,1.35004,255,0,0,-0.00035554752218991403,-0.00047044641890759407,0,hold,1,0,,0,,,
2022-01-03 09:30:00+00:00,1.35005,1.35015,1.34963,1.34998,357,0,0,-0.0003985065880496297,-0.000511895496327534,0,hold,1,0,,0,,,
2022-01-03 09:45:00+00:00,1.34998,1.35059,1.34983,1.35057,495,0,0,-0.00034449230863775604,-0.00048089294975075137,0,hold,1,0,,0,,,
2022-01-03 10:00:00+00:00,1.35052,1.35123,1.35033,1.35062,592,0,0,-0.00031690323045463487,-0.00047842140493622456,0,hold,1,0,,0,,,
2022-01-03 10:15:00+00:00,1.35061,1.35143,1.35056,1.35123,455,0,0,-0.00019995784419757356,-0.0003949345675290347,0,hold,1,0,,0,,,
2022-01-03 10:30:00+00:00,1.35124,1.3517,1.35112,1.35161,267,0,0,-0.00010640919978577301,-0.0003517166756321464,0,hold,1,0,,0,,,
2022-01-03 10:45:00+00:00,1.35161,1.35232,1.35127,1.35227,491,0,0,4.13022104674976e-05,-0.00026005126026565107,0,hold,1,0,,0,,,
2022-01-03 11:00:00+00:00,1.35226,1.35284,1.35171,1.35273,422,0,0,0.00016603189504582616,-0.0001975230316329394,0,hold,1,0,,0,,,
2022-01-03 11:15:00+00:00,1.35272,1.35276,1.35171,1.35172,318,0,0,0.00021918169453116754,-8.645011450163334e-05,0,hold,1,0,,0,,,
2022-01-03 11:30:00+00:00,1.35172,1.35222,1.35127,1.35169,527,0,0,0.00023496428635305655,-2.4735164653004663e-05,0,hold,1,0,,0,,,
2022-01-03 11:45:00+00:00,1.35169,1.352,1.35149,1.35174,506,0,0,0.0002494011413818331,2.895260290049756e-05,0,hold,1,0,,0,,,
2022-01-03 12:00:00+00:00,1.35173,1.35246,1.35171,1.35222,610,0,0,0.0002939214316652894,7.83970485803109e-05,0,hold,1,0,,0,,,
2022-01-03 12:15:00+00:00,1.35222,1.35247,1.35188,1.35189,359,0,0,0.0003056291063503469,0.0001289602586254884,0,hold,1,0,,0,,,
2022-01-03 12:30:00+00:00,1.3519,1.35191,1.35117,1.35131,363,0,0,0.00025407393599063965,0.0001446857599016039,0,hold,1,0,,0,,,
2022-01-03 12:45:00+00:00,1.3513,1.35144,1.35102,1.35111,511,0,0,0.00019977206834487227,0.00015383351448995837,0,hold,1,0,,0,,,
2022-01-03 13:00:00+00:00,1.35115,1.35145,1.35104,1.35144,607,0,0,0.00017366774616744962,0.0001468174758177277,0,hold,1,0,,0,,,
2022-01-03 13:15:00+00:00,1.35143,1.35225,1.35143,1.35152,381,0,0,0.0001973646113453409,0.0001969267672832469,0,hold,1,0,,0,,,
2022-01-03 13:30:00+00:00,1.35153,1.35179,1.35132,1.35141,291,0,0,0.00018269814627736025,0.00020041766795536267,-1,hold,1,0,,0,,,
2022-01-03 13:45:00+00:00,1.35141,1.35141,1.35081,1.35104,310,0,0,0.00013722985993602776,0.00019018043004975796,0,hold,1,0,,0,,,
2022-01-03 14:00:00+00:00,1.35104,1.35125,1.35037,1.35066,310,0,0,7.107721412191736e-05,0.00017018984798204388,0,hold,1,0,,0,,,
2022-01-03 14:15:00+00:00,1.35066,1.35073,1.35024,1.35062,495,0,0,1.3173863290250054e-05,0.00013940093605298436,0,hold,1,0,,0,,,
2022-01-03 14:30:00+00:00,1.35062,1.35064,1.3501,1.35025,487,0,0,-6.600964846081858e-05,9.379313962730515e-05,0,hold,1,0,,0,,,
2022-01-03 14:45:00+00:00,1.35024,1.35072,1.35017,1.35058,464,0,0,-0.00010008228698632493,5.237314065620554e-05,0,hold,1,0,,0,,,
2022-01-03 15:00:00+00:00,1.35059,1.35063,1.34951,1.34962,613,0,0,-0.00018507599117767448,2.393476420310426e-05,0,hold,1,0,,0,,,
2022-01-03 15:15:00+00:00,1.34961,1.35017,1.3491,1.35006,755,0,0,-0.0002403630250316091,-4.514380106849012e-05,0,hold,1,0,,0,,,
2022-01-03 15:30:00+00:00,1.35005,1.3501,1.34857,1.34906,869,0,0,-0.00035451153349819187,-0.00011302853002474847,0,hold,1,0,,0,,,
2022-01-03 15:45:00+00:00,1.34905,1.34908,1.34836,1.34871,674,0,0,-0.00045023040361091837,-0.000163542640186318,0,hold,1,0,,0,,,
2022-01-03 16:00:00+00:00,1.34871,1.34922,1.34799,1.34816,660,0,0,-0.0005709462414373867,-0.00023937011001282874,0,hold,1,0,,0,,,
2022-01-03 16:15:00+00:00,1.34817,1.34817,1.34688,1.34734,913,0,0,-0.0007148897026654222,-0.0003176938957601533,0,hold,1,0,,0,,,
2022-01-03 16:30:00+00:00,1.34736,1.34865,1.34696,1.34783,853,0,0,-0.0007906047642676217,-0.0004106245293936904,0,hold,1,0,,0,,,
2022-01-03 16:45:00+00:00,1.34783,1.34793,1.34553,1.34601,1126,0,0,-0.0009888899553498476,-0.0005281665665525634,0,hold,1,0,,0,,,
2022-01-03 17:00:00+00:00,1.34607,1.3465,1.3452,1.34562,1139,0,0,-0.0011470868702201376,-0.0006323764222051422,0,hold,1,0,,0,,,
2022-01-03 17:15:00+00:00,1.34562,1.34577,1.34368,1.34412,873,0,0,-0.0013895725569825768,-0.0007824626248208585,0,hold,1,0,,0,,,
2022-01-03 17:30:00+00:00,1.34412,1.34421,1.34308,1.34389,796,0,0,-0.0015743123084204225,-0.0009301102329423256,0,hold,1,0,,0,,,
2022-01-03 17:45:00+00:00,1.34391,1.34483,1.34382,1.34471,1118,0,0,-0.001640474512493606,-0.0010690586045839648,0,hold,1,0,,0,,,
2022-01-03 18:00:00+00:00,1.3447,1.34527,1.34364,1.3442,775,0,0,-0.0017191797321680635,-0.0012023704235518738,0,hold,1,0,,0,,,
2022-01-03 18:15:00+00:00,1.34421,1.34571,1.34393,1.3457,696,0,0,-0.0016496083780064286,-0.0013046575293211877,0,hold,1,0,,0,,,
2022-01-03 18:30:00+00:00,1.34567,1.3465,1.34546,1.34596,720,0,0,-0.0015487257574717805,-0.0013560314345874185,0,hold,1,0,,0,,,
2022-01-03 18:45:00+00:00,1.34595,1.34691,1.34595,1.34662,754,0,0,-0.0013954643494795693,-0.001361280984290229,0,hold,1,0,,0,,,
2022-01-03 19:00:00+00:00,1.34665,1.34758,1.34656,1.34745,578,0,0,-0.0011834268324364405,-0.0013111783915625706,1,hold,1,0,,0,,,
2022-01-03 19:15:00+00:00,1.34746,1.34751,1.34689,1.34696,466,0,0,-0.001052250719152159,-0.0012586972331216034,1,hold,1,0,,0,,,
2022-01-03 19:30:00+00:00,1.34692,1.34744,1.34681,1.34744,230,0,0,-0.000897621486850575,-0.0011839874232534003,0,hold,1,0,,0,,,
2022-01-03 19:45:00+00:00,1.34744,1.34768,1.34695,1.34713,395,0,0,-0.000797394345958935,-0.0011126409633923553,0,hold,1,0,,0,,,
2022-01-03 20:00:00+00:00,1.34713,1.34781,1.34703,1.34769,372,0,0,-0.0006597123416656192,-0.001020520007135442,0,hold,1,0,,0,,,
2022-01-03 20:15:00+00:00,1.34769,1.34792,1.34744,1.34769,260,0,0,-0.0005533729523330422,-0.0009370137009854882,0,hold,1,0,,0,,,
2022-01-03 20:30:00+00:00,1.34768,1.34827,1.34768,1.34823,248,0,0,-0.0004098639386744818,-0.0008266601032343415,0,hold,1,0,,0,,,
2022-01-03 20:45:00+00:00,1.34822,1.34833,1.34789,1.34792,314,0,0,-0.0003271659678036887,-0.0007344852810998818,0,hold,1,0,,0,,,
2022-01-03 21:00:00+00:00,1.34792,1.3484,1.34776,1.3484,475,0,0,-0.00021982533234443657,-0.0006376963827377945,0,hold,1,0,,0,,,
2022-01-03 21:15:00+00:00,1.34839,1.34858,1.34826,1.34846,415,0,0,-0.00012683348494890723,-0.0005385608876424176,0,hold,1,0,,0,,,
2022-01-03 21:30:00+00:00,1.34847,1.34856,1.34783,1.34813,392,0,0,-6.361166660950879e-05,-0.00042752053263708014,0,hold,1,0,,0,,,
2022-01-03 21:45:00+00:00,1.34814,1.34855,1.34806,1.34846,563,0,0,3.0076015264945966e-06,-0.0003402817905790836,0,hold,1,0,,0,,,
2022-01-03 22:00:00+00:00,1.34845,1.34855,1.34784,1.34792,639,0,0,-1.4188051757901832e-06,-0.00028842149242322846,0,hold,1,0,,0,,,
2022-01-03 22:15:00+00:00,1.34793,1.34825,1.3477,1.34792,440,0,0,4.590527111325571e-06,-0.0002317186345158744,0,hold,1,0,,0,,,
2022-01-03 22:30:00+00:00,1.34793,1.34808,1.34753,1.34765,569,0,0,-2.426308152481127e-05,-0.0002064541692146047,0,hold,1,0,,0,,,
2022-01-03 22:45:00+00:00,1.34763,1.34806,1.34739,1.34785,360,0,0,-2.7778871168449015e-05,-0.00018136780542335357,0,hold,1,0,,0,,,
2022-01-03 23:00:00+00:00,1.34785,1.34817,1.3476,1.34794,234,0,0,-3.0181119096139852e-05,-0.00016900154037998005,0,hold,1,0,,0,,,
2022-01-03 23:15:00+00:00,1.34794,1.34794,1.34781,1.3479,84,0,0,-3.2846465690905546e-05,-0.00015465622956031106,0,hold,1,0,,0,,,
2022-01-03 23:30:00+00:00,1.34791,1.34811,1.34787,1.34793,100,0,0,-2.672431263395225e-06,-9.852425960699764e-05,0,hold,1,0,,0,,,
2022-01-03 23:45:00+00:00,1.34794,1.34803,1.34772,1.34772,152,0,0,-1.3121896031531577e-05,-8.08832588801844e-05,0,hold,1,0,,0,,,
2022-01-04 00:00:00+00:00,1.34752,1.34786,1.34667,1.34732,57,0,61,-5.465704913132363e-05,-7.719840094772159e-05,0,hold,1,0,,0,,,
2022-01-04 00:15:00+00:00,1.34725,1.3477,1.34709,1.34768,24,0,70,-6.708790323917135e-05,-8.738791811196504e-05,0,hold,1,0,,0,,,
2022-01-04 00:30:00+00:00,1.34753,1.34791,1.34712,1.34731,88,0,48,-9.006518855936285e-05,-7.886854007077524e-05,1,hold,1,0,,0,,,
2022-01-04 00:45:00+00:00,1.34732,1.34762,1.3471,1.3471,150,0,68,-0.00011744502100685672,-7.082605760473404e-05,1,hold,1,0,,0,,,
2022-01-04 01:00:00+00:00,1.3471,1.34793,1.34704,1.3479,222,0,5,-7.986048608121799e-05,-6.66395836544018e-05,0,hold,1,0,,0,,,
2022-01-04 01:15:00+00:00,1.34792,1.34843,1.34779,1.34838,159,0,3,-2.1735978079640006e-05,-6.578470459586221e-05,1,hold,1,0,,0,,,
2022-01-04 01:30:00+00:00,1.34839,1.3485,1.34823,1.34831,123,0,1,2.266149245033766e-05,-4.9594711753459664e-05,0,hold,1,0,,0,,,
2022-01-04 01:45:00+00:00,1.34834,1.34839,1.34812,1.3482,101,0,3,5.215787740531219e-05,-2.595571623058169e-05,0,hold,1,0,,0,,,
2022-01-04 02:00:00+00:00,1.34821,1.3484,1.34759,1.34782,212,0,0,5.020092075347371e-05,-5.279132936565559e-07,0,hold,1,0,,0,,,
2022-01-04 02:15:00+00:00,1.34782,1.3479,1.34758,1.34768,136,0,0,3.8345574293607854e-05,1.7609584382349152e-05,0,hold,1,0,,0,,,
2022-01-04 02:30:00+00:00,1.34767,1.34774,1.34746,1.34761,100,0,0,1.710694096934695e-05,1.906661154888035e-05,-1,hold,1,0,,0,,,
2022-01-04 02:45:00+00:00,1.34759,1.34786,1.34732,1.34784,165,0,0,2.570832780368626e-05,3.0387360184159244e-05,-1,hold,1,0,,0,,,
2022-01-04 03:00:00+00:00,1.3478,1.34828,1.34775,1.34827,319,0,0,5.290370710175907e-05,2.6662814736870258e-05,-1,hold,1,0,,0,,,
2022-01-04 03:15:00+00:00,1.34828,1.34834,1.34797,1.34834,383,0,0,0.00010531534001589904,6.782850246906351e-05,-1,hold,1,0,,0,,,
2022-01-04 03:30:00+00:00,1.34833,1.34836,1.34778,1.34794,591,0,0,8.688213625718255e-05,6.028326781512919e-05,0,hold,1,0,,0,,,
2022-01-04 03:45:00+00:00,1.34793,1.34826,1.34771,1.34806,436,0,0,0.00010995018550241653,9.657477563834702e-05,0,hold,1,0,,0,,,
2022-01-04 04:00:00+00:00,1.34805,1.34805,1.34751,1.34763,381,0,0,8.202562524517454e-05,0.00010278931918129986,-1,hold,1,0,,0,,,
2022-01-04 04:15:00+00:00,1.3476,1.34788,1.34749,1.34772,201,0,0,7.175117873292614e-05,0.00011091872330963737,-1,hold,1,0,,0,,,
2022-01-04 04:30:00+00:00,1.34772,1.3479,1.34767,1.34786,153,0,0,8.153938863464383e-05,0.00012633642088699112,0,hold,1,0,,0,,,
2022-01-04 04:45:00+00:00,1.34786,1.34791,1.34719,1.34734,518,0,0,2.185097735440955e-05,9.254784290345421e-05,0,hold,1,0,,0,,,
2022-01-04 05:00:00+00:00,1.34734,1.34744,1.34672,1.34691,401,0,0,-1.235575446667525e-05,0.00011909577567734897,0,hold,1,0,,0,,,
2022-01-04 05:15:00+00:00,1.34689,1.34702,1.34627,1.34664,246,0,0,-8.476761812747924e-05,8.84060212751182e-05,0,hold,1,0,,0,,,
2022-01-04 05:30:00+00:00,1.34665,1.34671,1.34651,1.34659,98,0,2,-0.00011984581587132226,8.585060365573698e-05,0,hold,1,0,,0,,,
2022-01-04 05:45:00+00:00,1.3466,1.34669,1.34631,1.34639,188,0,0,-0.00018380184529931398,3.771566013592868e-05,0,hold,1,0,,0,,,
2022-01-04 06:00:00+00:00,1.3464,1.34695,1.34631,1.34692,180,0,1,-0.0002109253524755772,-3.376763217984923e-05,0,hold,1,0,,0,,,
2022-01-04 06:15:00+00:00,1.34691,1.34694,1.34661,1.34671,132,0,0,-0.00022115615171647285,-5.805994347432494e-05,0,hold,1,0,,0,,,
2022-01-04 06:30:00+00:00,1.3467,1.34767,1.34664,1.34736,236,0,0,-0.00021551739090641675,-0.00012901410699790017,0,hold,1,0,,0,,,
2022-01-04 06:45:00+00:00,1.34735,1.34744,1.3469,1.3469,192,0,0,-0.00022408678123109205,-0.00015506218286465278,0,hold,1,0,,0,,,
2022-01-04 07:00:00+00:00,1.34691,1.34736,1.34678,1.34735,188,0,0,-0.0002016320564128815,-0.00018157109974153065,0,hold,1,0,,0,,,
2022-01-04 07:15:00+00:00,1.34734,1.34736,1.34688,1.34689,132,0,0,-0.00022417460754509122,-0.00021158383860037523,0,hold,1,0,,0,,,
2022-01-04 07:30:00+00:00,1.34689,1.34722,1.34679,1.34714,278,0,0,-0.00019421367526217814,-0.00019514681774775568,1,hold,1,0,,0,,,
2022-01-04 07:45:00+00:00,1.34715,1.34718,1.34669,1.34683,379,0,0,-0.00021211026470413508,-0.0002110134640327633,0,hold,1,0,,0,,,
2022-01-04 08:00:00+00:00,1.3469,1.34703,1.34649,1.34651,187,0,0,-0.00023415025023476588,-0.00020758878208374968,1,hold,1,0,,0,,,
2022-01-04 08:15:00+00:00,1.3465,1.34653,1.34594,1.34601,214,0,0,-0.00030596862053000606,-0.00024199521303737767,1,hold,1,0,,0,,,
2022-01-04 08:30:00+00:00,1.34602,1.34674,1.34598,1.3464,239,0,0,-0.00031765790426807605,-0.00025720933861742446,0,hold,1,0,,0,,,
2022-01-04 08:45:00+00:00,1.34639,1.34656,1.34613,1.34633,421,0,0,-0.00034016634153033465,-0.0002879088283562947,0,hold,1,0,,0,,,
2022-01-04 09:00:00+00:00,1.3463,1.34694,1.34613,1.34623,493,0,0,-0.0003457410473837186,-0.00029122262434982466,0,hold,1,0,,0,,,
2022-01-04 09:15:00+00:00,1.34625,1.34675,1.34614,1.34666,613,0,0,-0.0003275127079658269,-0.0003108953538971625,0,hold,1,0,,0,,,
2022-01-04 09:30:00+00:00,1.34665,1.34738,1.34664,1.34736,513,0,0,-0.0002463686616920313,-0.00029956368187012555,1,hold,1,0,,0,,,
2022-01-04 09:45:00+00:00,1.34735,1.34892,1.34712,1.34886,757,0,0,-5.23009567825472e-05,-0.00024145177039205714,1,hold,1,0,,0,,,
2022-01-04 10:00:00+00:00,1.34879,1.34985,1.34852,1.34983,1158,0,0,0.00016488161895078512,-0.0001689221410024707,0,hold,1,0,,0,,,
2022-01-04 10:15:00+00:00,1.34978,1.34989,1.34903,1.34905,548,0,0,0.00028820535248974544,-6.343353083517652e-05,0,hold,1,0,,0,,,
2022-01-04 10:30:00+00:00,1.34906,1.34913,1.34832,1.34896,710,0,0,0.0003647383502844992,2.2189560172685507e-05,0,hold,1,0,,0,,,
2022-01-04 10:45:00+00:00,1.34897,1.35023,1.34879,1.34915,713,0,0,0.00044139331047432506,0.00011292132060867685,0,hold,1,0,,0,,,
2022-01-04 11:00:00+00:00,1.34914,1.34979,1.34885,1.34979,843,0,0,0.000538445388084341,0.00019253282729015585,0,hold,1,0,,0,,,
2022-01-04 11:15:00+00:00,1.34984,1.35097,1.34982,1.35097,777,0,0,0.0007041451216405203,0.0002922225168353887,0,hold,1,0,,0,,,
2022-01-04 11:30:00+00:00,1.35097,1.35119,1.35035,1.35096,712,0,0,0.0008275921494500516,0.0004001172892056276,0,hold,1,0,,0,,,
2022-01-04 11:45:00+00:00,1.35094,1.35138,1.35056,1.35114,737,0,0,0.0009278921571600485,0.0005046612412547573,0,hold,1,0,,0,,,
2022-01-04 12:00:00+00:00,1.35105,1.35127,1.35023,1.35095,544,0,0,0.000985706450672419,0.0006063546646319216,0,hold,1,0,,0,,,
2022-01-04 12:15:00+00:00,1.35095,1.35142,1.35026,1.35059,720,0,0,0.000995742890642859,0.0006946269855170745,0,hold,1,0,,0,,,
2022-01-04 12:30:00+00:00,1.3506,1.35108,1.35015,1.35077,719,0,0,0.000991897807981701,0.0007448216213374189,0,hold,1,0,,0,,,
2022-01-04 12:45:00+00:00,1.35078,1.35147,1.35004,1.35006,651,0,0,0.0009351612357342276,0.0007925583273019692,0,hold,1,0,,0,,,
2022-01-04 13:00:00+00:00,1.35006,1.35032,1.34883,1.34896,512,0,0,0.0007901366426348311,0.0007976965225765325,-1,hold,1,0,,0,,,
2022-01-04 13:15:00+00:00,1.34893,1.34911,1.34853,1.34865,464,0,0,0.0006221684822156348,0.0007416490618601773,-1,hold,1,0,,0,,,
2022-01-04 13:30:00+00:00,1.34858,1.3499,1.34845,1.34973,471,0,0,0.0005737702733579209,0.0006956083404316915,-1,hold,1,0,,0,,,
2022-01-04 13:45:00+00:00,1.34972,1.34979,1.34925,1.34956,444,0,0,0.0005257824031501546,0.0006634667524613942,0,hold,1,0,,0,,,
2022-01-04 14:00:00+00:00,1.34956,1.34963,1.34834,1.34882,796,0,0,0.00042423371725153203,0.0006184044029101885,0,hold,1,0,,0,,,
2022-01-04 14:15:00+00:00,1.34886,1.34901,1.34804,1.34826,723,0,0,0.00030121782087677573,0.0005646869331027535,0,hold,1,0,,0,,,
2022-01-04 14:30:00+00:00,1.34826,1.34878,1.34788,1.34789,651,0,0,0.00016806881661146633,0.0004889773303811296,0,hold,1,0,,0,,,
2022-01-04 14:45:00+00:00,1.34788,1.3485,1.34788,1.3483,410,0,0,9.352183336441833e-05,0.000411668620861119,0,hold,1,0,,0,,,
2022-01-04 15:00:00+00:00,1.34829,1.34901,1.34829,1.34879,547,0,0,6.704137011603883e-05,0.00033667589814197457,0,hold,1,0,,0,,,
2022-01-04 15:15:00+00:00,1.3488,1.34989,1.34849,1.34968,823,0,0,0.0001115601942633937,0.0002805204343008908,0,hold,1,0,,0,,,
2022-01-04 15:30:00+00:00,1.34968,1.34975,1.34921,1.34965,796,0,0,0.0001489629086728339,0.00025270021793108417,0,hold,1,0,,0,,,
2022-01-04 15:45:00+00:00,1.34964,1.35154,1.34938,1.35149,753,0,0,0.0003330318537526633,0.00027993879630657404,-1,hold,1,0,,0,,,
2022-01-04 16:00:00+00:00,1.3515,1.35197,1.35125,1.35154,831,0,0,0.0004677794294469795,0.0003152174367114661,-1,hold,1,0,,0,,,
2022-01-04 16:15:00+00:00,1.35153,1.35225,1.35092,1.3517,706,0,0,0.0005919890866314947,0.00038223507409240135,0,hold,1,0,,0,,,
2022-01-04 16:30:00+00:00,1.35173,1.35268,1.3516,1.35248,850,0,0,0.0007352187802640575,0.00045076050943048697,0,hold,1,0,,0,,,
2022-01-04 16:45:00+00:00,1.3525,1.35296,1.3514,1.35168,895,0,0,0.0007738916324713241,0.0005119906871379911,0,hold,1,0,,0,,,
2022-01-04 17:00:00+00:00,1.35193,1.35411,1.35193,1.35386,1258,0,0,0.000982734360625015,0.0006201139372766064,0,hold,1,0,,0,,,
2022-01-04 17:15:00+00:00,1.35385,1.35478,1.35364,1.35466,1023,0,0,0.0011987749174247053,0.0007477019532053928,0,hold,1,0,,0,,,
2022-01-04 17:30:00+00:00,1.35463,1.35563,1.35432,1.3556,900,0,0,0.0014273912609614747,0.000891131144226225,0,hold,1,0,,0,,,
2022-01-04 17:45:00+00:00,1.35559,1.35574,1.35503,1.35529,1256,0,0,0.0015617528503952816,0.0010269085876592528,0,hold,1,0,,0,,,
2022-01-04 18:00:00+00:00,1.35531,1.35536,1.35399,1.35457,1245,0,0,0.001595114208068571,0.0011459439320881876,0,hold,1,0,,0,,,
2022-01-04 18:15:00+00:00,1.35455,1.35484,1.35343,1.35343,726,0,0,0.0014973940649405382,0.0012023501894455313,0,hold,1,0,,0,,,
2022-01-04 18:30:00+00:00,1.35344,1.35436,1.35343,1.35388,969,0,0,0.0014535398189543525,0.0012580739287958423,0,hold,1,0,,0,,,
2022-01-04 18:45:00+00:00,1.35387,1.35467,1.3538,1.3542,611,0,0,0.0014106952561687702,0.0012713413956687944,0,hold,1,0,,0,,,
2022-01-04 19:00:00+00:00,1.35419,1.3543,1.35373,1.35418,421,0,0,0.0013807399386154273,0.0013046782374109007,0,hold,1,0,,0,,,
2022-01-04 19:15:00+00:00,1.35422,1.35484,1.35413,1.3542,456,0,0,0.0013254442618464424,0.0012964857924767886,0,hold,1,0,,0,,,
2022-01-04 19:30:00+00:00,1.35416,1.35422,1.35346,1.35359,348,0,0,0.0012360752432480915,0.001296278175215992,-1,hold,1,0,,0,,,
2022-01-04 19:45:00+00:00,1.35359,1.35439,1.35354,1.35359,340,0,0,0.0011385006235125061,0.0012579817651781806,-1,hold,1,0,,0,,,
2022-01-04 20:00:00+00:00,1.35358,1.35367,1.35327,1.35336,381,0,0,0.0010417235095292465,0.0012224293400165602,0,hold,1,0,,0,,,
