time,open,high,low,close,bid,ask,macd_line,macd_signal,signal,action,position,P/L,Total profit,Executed price,Take Profit,Stop Loss
2022-01-03 02:05:00+00:00,1.13726,1.13757,1.13725,1.13749,1.13726,1.13727,-0.00014800618725363535,-0.00011988970538484089,0,hold,0,0,0,,,
2022-01-03 02:10:00+00:00,1.13749,1.13753,1.13706,1.13709,1.13748,1.13749,-0.0001799464405685125,-0.0001566884370248771,0,hold,0,0,0,,,
2022-01-03 02:15:00+00:00,1.13709,1.13711,1.13689,1.1369,1.1371,1.13711,-0.000208492558678941,-0.00017616331727372418,0,hold,0,0,0,,,
2022-01-03 02:20:00+00:00,1.1369,1.13699,1.13675,1.13678,1.1369,1.1369,-0.00023304895715159368,-0.00018891141408894225,0,hold,0,0,0,,,
2022-01-03 02:25:00+00:00,1.13678,1.13691,1.13665,1.13665,1.13681,1.13681,-0.0002589008505282653,-0.00020264446604466755,0,hold,0,0,0,,,
2022-01-03 02:30:00+00:00,1.13665,1.13669,1.13616,1.1362,1.13665,1.13665,-0.0003181843409749696,-0.0002330700097629342,0,hold,0,0,0,,,
2022-01-03 02:35:00+00:00,1.1362,1.13631,1.13609,1.1362,1.13621,1.13621,-0.00034779178565114144,-0.0002457839528304335,0,hold,0,0,0,,,
2022-01-03 02:40:00+00:00,1.1362,1.13633,1.13611,1.13627,1.1362,1.13621,-0.00036628334033372845,-0.00026728981520345897,0,hold,0,0,0,,,
2022-01-03 02:45:00+00:00,1.13626,1.13628,1.13611,1.1362,1.13626,1.13626,-0.00039492762122095293,-0.00030637206837108653,0,hold,0,0,0,,,
2022-01-03 02:50:00+00:00,1.1362,1.13634,1.13612,1.13632,1.13622,1.13623,-0.0003942394996909737,-0.0003241362424877767,0,hold,0,0,0,,,
2022-01-03 02:55:00+00:00,1.13632,1.13636,1.13619,1.1362,1.13634,1.13635,-0.00040134314858564224,-0.0003429183136412134,0,hold,0,0,0,,,
2022-01-03 03:00:00+00:00,1.1362,1.13646,1.1361,1.13646,1.13621,1.13621,-0.0003839160802807662,-0.00035702039648244843,0,hold,0,0,0,,,
2022-01-03 03:05:00+00:00,1.13646,1.13647,1.13633,1.1364,1.13646,1.13647,-0.00036717431255595123,-0.0003597468497547237,0,hold,0,0,0,,,
2022-01-03 03:10:00+00:00,1.13641,1.13642,1.13629,1.1363,1.13641,1.13641,-0.00035749397339834843,-0.0003595303304168583,1,buy,1,0,0,1.13641,0.001,1.13541
2022-01-03 03:15:00+00:00,1.13629,1.13646,1.136,1.13646,1.13629,1.13629,-0.00033454810686528447,-0.0003565799128465492,1,hold,1,-0.00011999999999989797,0,,,
2022-01-03 03:20:00+00:00,1.13644,1.13652,1.13639,1.13648,1.13644,1.13644,-0.0003105475924354284,-0.0003483586794612655,0,hold,1,2.999999999997449e-05,0,,,
2022-01-03 03:25:00+00:00,1.13649,1.13652,1.13614,1.13614,1.13649,1.1365,-0.0003244919078628783,-0.0003556691459608823,0,hold,1,8.000000000008001e-05,0,,,
2022-01-03 03:30:00+00:00,1.13615,1.13617,1.13596,1.13604,1.13616,1.13617,-0.00032791324313974357,-0.0003457298157011117,0,hold,1,-0.00024999999999986144,0,,,
2022-01-03 03:35:00+00:00,1.13605,1.1361,1.13575,1.13585,1.13605,1.13605,-0.0003463085634536345,-0.00034738964826967186,0,hold,1,-0.00035999999999991594,0,,,
2022-01-03 03:40:00+00:00,1.13585,1.13592,1.135,1.13576,1.13585,1.13585,-0.0003582456340949225,-0.00034382443437390247,1,hold,1,-0.0005599999999998939,0,,,
2022-01-03 03:45:00+00:00,1.13574,1.13574,1.13519,1.13553,1.13574,1.13574,-0.00038704917901322133,-0.00035413992181118045,0,hold,1,-0.0006699999999999484,0,,,
2022-01-03 03:50:00+00:00,1.13552,1.13583,1.13548,1.13583,1.13551,1.13552,-0.00038421049283332565,-0.0003651477443072749,0,hold,1,-0.0008999999999999009,0,,,
2022-01-03 03:55:00+00:00,1.13583,1.13602,1.13573,1.13586,1.13586,1.13586,-0.00037161764515203366,-0.00036612709540023166,0,hold,1,-0.0005499999999998284,0,,,
2022-01-03 04:00:00+00:00,1.13587,1.13588,1.13553,1.13556,1.13587,1.13587,-0.00038668685931830815,-0.0003764609347195516,0,hold,1,-0.0005399999999999849,0,,,
2022-01-03 04:05:00+00:00,1.13555,1.13555,1.13491,1.13491,1.13555,1.13555,-0.0004315399030765388,-0.0003748090953224867,0,hold,1,-0.0008599999999998609,0,,,
2022-01-03 04:10:00+00:00,1.1349,1.13512,1.1349,1.13497,1.1349,1.1349,-0.0004608931323386578,-0.00038630360016267537,0,close long,0,-0.0017099999999999004,-0.0017099999999999004,,,
2022-01-03 04:15:00+00:00,1.13496,1.13511,1.13492,1.13506,1.13496,1.13496,-0.00047242788410217784,-0.0003999455362930802,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 04:20:00+00:00,1.13507,1.1351,1.13486,1.13486,1.13507,1.13507,-0.0004896812312780163,-0.0004119722305245709,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 04:25:00+00:00,1.13487,1.135,1.13482,1.13494,1.13487,1.13487,-0.0005031374871151684,-0.00043998364799006543,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 04:30:00+00:00,1.13492,1.13499,1.13492,1.13494,1.13492,1.13492,-0.0005053582008973656,-0.00045822394323044406,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 04:35:00+00:00,1.13495,1.13496,1.13448,1.1345,1.13495,1.13495,-0.0005332632568055828,-0.00047362999791757365,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 04:40:00+00:00,1.1345,1.13491,1.1345,1.1349,1.13454,1.13454,-0.000519281460584331,-0.00048570483163239164,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 04:45:00+00:00,1.1349,1.13492,1.1346,1.1346,1.13485,1.13485,-0.0005220610446259322,-0.0004901562168824229,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 04:50:00+00:00,1.13458,1.13462,1.13439,1.13439,1.13458,1.13458,-0.0005412191005877975,-0.0005055881214646503,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 04:55:00+00:00,1.13439,1.13446,1.13424,1.13426,1.13441,1.13441,-0.0005591864575735794,-0.0005191890274586364,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 05:00:00+00:00,1.13426,1.13442,1.13424,1.1344,1.13429,1.13429,-0.0005541840677125709,-0.0005266151955973359,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 05:05:00+00:00,1.1344,1.13468,1.13435,1.13454,1.1344,1.13441,-0.0005187192265889706,-0.0005079717121661514,0,hold,0,0,-0.0017099999999999004,,,
2022-01-03 05:10:00+00:00,1.13454,1.13454,1.13432,1.13443,1.1345,1.1345,-0.0005013755258269637,-0.000501659613461543,1,buy,1,0,-0.0017099999999999004,1.1345,0.001,1.1335000000000002
2022-01-03 05:15:00+00:00,1.13442,1.13444,1.13424,1.1343,1.13442,1.13442,-0.0004888719617512916,-0.0004903997285422076,1,hold,1,-8.000000000008001e-05,-0.0017099999999999004,,,
2022-01-03 05:20:00+00:00,1.13432,1.13436,1.13426,1.13436,1.13432,1.13432,-0.0004720694562543315,-0.00048352877873982463,1,hold,1,-0.000180000000000069,-0.0017099999999999004,,,
2022-01-03 05:25:00+00:00,1.13435,1.13442,1.13435,1.13441,1.13435,1.13435,-0.0004489344054454669,-0.00047325520913884915,1,hold,1,-0.0001500000000000945,-0.0017099999999999004,,,
2022-01-03 05:30:00+00:00,1.13442,1.13452,1.13433,1.13434,1.13442,1.13442,-0.0004397083806493285,-0.00047418394245351067,0,hold,1,-8.000000000008001e-05,-0.0017099999999999004,,,
2022-01-03 05:35:00+00:00,1.13434,1.13434,1.13413,1.13427,1.13433,1.13433,-0.00042577599441773195,-0.0004619738536461295,0,hold,1,-0.00017000000000000348,-0.0017099999999999004,,,
2022-01-03 05:40:00+00:00,1.13428,1.13466,1.13428,1.13465,1.13428,1.13429,-0.0003856941373896472,-0.00045203032360280056,0,hold,1,-0.000220000000000109,-0.0017099999999999004,,,
2022-01-03 05:45:00+00:00,1.13465,1.13492,1.13457,1.13492,1.13465,1.13465,-0.00032162976716154645,-0.00042214756529137854,0,hold,1,0.00014999999999987246,-0.0017099999999999004,,,
2022-01-03 05:50:00+00:00,1.13493,1.13501,1.13492,1.13492,1.13493,1.13493,-0.00026369764922007377,-0.00038208582503787184,0,hold,1,0.00042999999999993044,-0.0017099999999999004,,,
2022-01-03 05:55:00+00:00,1.13492,1.13493,1.13471,1.13482,1.13492,1.13492,-0.00023172573384644402,-0.00035539214984649654,0,hold,1,0.0004199999999998649,-0.0017099999999999004,,,
2022-01-03 06:00:00+00:00,1.13482,1.13482,1.13431,1.13455,1.13481,1.13481,-0.00022726350736923528,-0.0003347918514113193,0,hold,1,0.00031000000000003247,-0.0017099999999999004,,,
2022-01-03 06:05:00+00:00,1.13457,1.13468,1.13457,1.13467,1.13457,1.13458,-0.0002080077376371836,-0.00030939730741206124,0,hold,1,7.00000000000145e-05,-0.0017099999999999004,,,
2022-01-03 06:10:00+00:00,1.13467,1.13469,1.13459,1.13467,1.13463,1.13463,-0.00019515702605432672,-0.0002921786493342704,0,hold,1,0.00012999999999996348,-0.0017099999999999004,,,
2022-01-03 06:15:00+00:00,1.13464,1.13476,1.13459,1.13474,1.13464,1.13464,-0.00016510378282430516,-0.0002563677049653996,0,hold,1,0.000140000000000029,-0.0017099999999999004,,,
2022-01-03 06:20:00+00:00,1.13475,1.13476,1.13461,1.13462,1.13475,1.13476,-0.00015237177813598457,-0.0002307008890625957,0,hold,1,0.00024999999999986144,-0.0017099999999999004,,,
2022-01-03 06:25:00+00:00,1.13462,1.13491,1.13459,1.13485,1.1346,1.1346,-0.00012316861701644477,-0.00020609769837300166,0,hold,1,9.999999999998899e-05,-0.0017099999999999004,,,
2022-01-03 06:30:00+00:00,1.13483,1.13483,1.1347,1.1347,1.13483,1.13483,-0.00011024844672369305,-0.00018354633438332277,0,hold,1,0.00032999999999994145,-0.0017099999999999004,,,
2022-01-03 06:35:00+00:00,1.1347,1.13474,1.1347,1.13471,1.13471,1.13472,-9.090018797741628e-05,-0.00015338696444593524,0,hold,1,0.00021000000000004349,-0.0017099999999999004,,,
2022-01-03 06:40:00+00:00,1.13471,1.13479,1.13464,1.13465,1.1347,1.1347,-8.75119562555593e-05,-0.00014018901888871745,0,hold,1,0.00019999999999997797,-0.0017099999999999004,,,
2022-01-03 06:45:00+00:00,1.13465,1.13466,1.1344,1.13446,1.13465,1.13465,-0.0001004927495902308,-0.0001341355420227681,0,hold,1,0.00014999999999987246,-0.0017099999999999004,,,
2022-01-03 06:50:00+00:00,1.13447,1.13447,1.13395,1.13395,1.13447,1.13447,-0.00014747785590096818,-0.0001350628395427298,1,hold,1,-2.999999999997449e-05,-0.0017099999999999004,,,
2022-01-03 06:55:00+00:00,1.13395,1.13408,1.13387,1.13405,1.13397,1.13397,-0.00017840953017933536,-0.00014696086286813232,1,hold,1,-0.0005300000000001415,-0.0017099999999999004,,,
2022-01-03 07:00:00+00:00,1.13405,1.13412,1.13396,1.13406,1.13406,1.13406,-0.0001951438842282549,-0.00015346870653192547,0,hold,1,-0.00043999999999999595,-0.0017099999999999004,,,
2022-01-03 07:05:00+00:00,1.13406,1.13413,1.13397,1.13397,1.13405,1.13406,-0.00022083142234463615,-0.00017368448063158408,0,hold,1,-0.00045000000000006146,-0.0017099999999999004,,,
2022-01-03 07:10:00+00:00,1.13398,1.134,1.13391,1.134,1.13399,1.13401,-0.00023014818467026465,-0.0001833750064850242,0,hold,1,-0.0005100000000000104,-0.0017099999999999004,,,
2022-01-03 07:15:00+00:00,1.134,1.134,1.13385,1.13385,1.13399,1.13399,-0.000245751500619118,-0.00019323162509780022,0,hold,1,-0.0005100000000000104,-0.0017099999999999004,,,
2022-01-03 07:20:00+00:00,1.13385,1.1341,1.13385,1.1339,1.13386,1.13386,-0.000256343079687138,-0.00020999772594044658,0,hold,1,-0.0006399999999999739,-0.0017099999999999004,,,
2022-01-03 07:25:00+00:00,1.1339,1.1339,1.13366,1.13368,1.13386,1.13386,-0.0002768399644981212,-0.00022382116611246316,0,hold,1,-0.0006399999999999739,-0.0017099999999999004,,,
2022-01-03 07:30:00+00:00,1.13368,1.13373,1.13362,1.13372,1.13367,1.13367,-0.0002790275079511684,-0.00022592538112571384,0,hold,1,-0.0008300000000001084,-0.0017099999999999004,,,
2022-01-03 07:35:00+00:00,1.13372,1.13378,1.13362,1.13377,1.13375,1.13375,-0.00027752417687865183,-0.00023360554160776594,0,hold,1,-0.0007500000000000284,-0.0017099999999999004,,,
2022-01-03 07:40:00+00:00,1.13377,1.13408,1.13376,1.13407,1.13378,1.13379,-0.0002470280958899451,-0.00023117675522525214,0,hold,1,-0.0007200000000000539,-0.0017099999999999004,,,
2022-01-03 07:45:00+00:00,1.13408,1.1341,1.13386,1.13404,1.13408,1.13409,-0.00022420181155169416,-0.0002272250529476493,1,hold,1,-0.00042000000000008697,-0.0017099999999999004,,,
2022-01-03 07:50:00+00:00,1.13404,1.13407,1.1339,1.13398,1.13407,1.13407,-0.00020530367778115455,-0.00021666194589400843,1,hold,1,-0.0004300000000001525,-0.0017099999999999004,,,
2022-01-03 07:55:00+00:00,1.13397,1.13402,1.13372,1.1338,1.13397,1.13397,-0.00021294165140939292,-0.00022365705140863277,0,hold,1,-0.0005300000000001415,-0.0017099999999999004,,,
2022-01-03 08:00:00+00:00,1.13381,1.13412,1.13378,1.13411,1.13381,1.13381,-0.00018705552917963608,-0.00021710814039233218,0,hold,1,-0.0006900000000000794,-0.0017099999999999004,,,
2022-01-03 08:05:00+00:00,1.13414,1.13421,1.13394,1.13398,1.13414,1.13414,-0.00016815273922965446,-0.0001994224288294755,0,hold,1,-0.000360000000000138,-0.0017099999999999004,,,
2022-01-03 08:10:00+00:00,1.13397,1.13402,1.13386,1.134,1.13397,1.13398,-0.0001414724166464154,-0.00017080453878923405,0,hold,1,-0.0005300000000001415,-0.0017099999999999004,,,
2022-01-03 08:15:00+00:00,1.13402,1.13423,1.13402,1.13423,1.13402,1.13402,-0.0001134591428637588,-0.00016086725387564366,0,hold,1,-0.00048000000000003595,-0.0017099999999999004,,,
2022-01-03 08:20:00+00:00,1.13425,1.13428,1.134,1.13402,1.13425,1.13425,-0.0001077989039468541,-0.00015261130772543642,0,hold,1,-0.0002500000000000835,-0.0017099999999999004,,,
2022-01-03 08:25:00+00:00,1.13401,1.13413,1.13384,1.13413,1.13401,1.13401,-8.753969637420589e-05,-0.00013430117847831896,0,hold,1,-0.0004900000000001015,-0.0017099999999999004,,,
2022-01-03 08:30:00+00:00,1.13413,1.1344,1.1341,1.13438,1.1341,1.1341,-5.597786116462444e-05,-0.00012072453307337814,0,hold,1,-0.00039999999999995595,-0.0017099999999999004,,,
2022-01-03 08:35:00+00:00,1.13438,1.13452,1.13438,1.13439,1.13439,1.13439,-2.838846285402319e-05,-0.00010225024528036163,0,hold,1,-0.0001100000000000545,-0.0017099999999999004,,,
2022-01-03 08:40:00+00:00,1.13439,1.13439,1.13416,1.13432,1.13435,1.13435,-2.7557607391592853e-06,-7.086417717834635e-05,0,hold,1,-0.0001500000000000945,-0.0017099999999999004,,,
2022-01-03 08:45:00+00:00,1.13434,1.13463,1.13434,1.1346,1.13434,1.13434,2.341823167251178e-05,-6.254301588090957e-05,0,hold,1,-0.00016000000000016001,-0.0017099999999999004,,,
2022-01-03 08:50:00+00:00,1.1346,1.13463,1.13442,1.13442,1.13461,1.13461,4.275381122287314e-05,-3.3849149498965806e-05,0,hold,1,0.00010999999999983245,-0.0017099999999999004,,,
2022-01-03 08:55:00+00:00,1.13442,1.13444,1.1343,1.13431,1.13441,1.13441,4.772174315892386e-05,-1.2184077252624722e-05,0,hold,1,-9.000000000014552e-05,-0.0017099999999999004,,,
2022-01-03 09:00:00+00:00,1.13432,1.13448,1.13406,1.13432,1.13437,1.13437,5.086621550098869e-05,3.7153571972604098e-06,0,hold,1,-0.00012999999999996348,-0.0017099999999999004,,,
2022-01-03 09:05:00+00:00,1.13432,1.13453,1.13399,1.13451,1.13432,1.13433,6.263793390570704e-05,1.1727873850374304e-05,0,hold,1,-0.000180000000000069,-0.0017099999999999004,,,
2022-01-03 09:10:00+00:00,1.13451,1.13462,1.13438,1.13441,1.13451,1.13451,6.27129780577107e-05,1.819426934129037e-05,0,hold,1,9.999999999843467e-06,-0.0017099999999999004,,,
2022-01-03 09:15:00+00:00,1.13441,1.13441,1.13406,1.13416,1.1344,1.13441,4.69286616271436e-05,2.6724332680439414e-05,0,hold,1,-9.999999999998899e-05,-0.0017099999999999004,,,
2022-01-03 09:20:00+00:00,1.13416,1.13434,1.13406,1.13412,1.13417,1.13417,3.1616958398927864e-05,3.104736711801381e-05,0,hold,1,-0.0003300000000001635,-0.0017099999999999004,,,
2022-01-03 09:25:00+00:00,1.13412,1.13413,1.13364,1.13365,1.13412,1.13413,-2.181466007145083e-05,1.8801854509011298e-05,0,hold,1,-0.00038000000000004697,-0.0017099999999999004,,,
2022-01-03 09:30:00+00:00,1.13365,1.1339,1.1336,1.13369,1.13366,1.13366,-6.022246473191828e-05,1.6293571513830826e-06,0,hold,1,-0.0008400000000001739,-0.0017099999999999004,,,
2022-01-03 09:35:00+00:00,1.1337,1.13386,1.1335,1.13359,1.1337,1.1337,-9.523784148135483e-05,-1.593707408071174e-05,0,hold,1,-0.0008000000000001339,-0.0017099999999999004,,,
2022-01-03 09:40:00+00:00,1.13366,1.13396,1.13365,1.13395,1.13366,1.13366,-9.263987018792719e-05,-2.9368405914840207e-05,0,hold,1,-0.0008400000000001739,-0.0017099999999999004,,,
2022-01-03 09:45:00+00:00,1.13395,1.13408,1.13384,1.13391,1.13396,1.13396,-0.00010199965168755654,-5.37674323842199e-05,0,hold,1,-0.0005399999999999849,-0.0017099999999999004,,,
2022-01-03 09:50:00+00:00,1.13391,1.13391,1.13362,1.1337,1.1339,1.1339,-0.0001238429953094311,-7.479294996874334e-05,0,hold,1,-0.000600000000000156,-0.0017099999999999004,,,
2022-01-03 09:55:00+00:00,1.1337,1.13501,1.13368,1.13481,1.13369,1.13369,-4.618626018482175e-05,-6.907311818481248e-05,1,hold,1,-0.0008099999999999774,-0.0017099999999999004,,,
2022-01-03 10:00:00+00:00,1.1348,1.1348,1.13396,1.13404,1.13475,1.13475,-4.413370402334138e-05,-6.136971590441371e-05,1,hold,1,0.00024999999999986144,-0.0017099999999999004,,,
2022-01-03 10:05:00+00:00,1.13404,1.13442,1.1337,1.13389,1.13404,1.13405,-5.0077637228529426e-05,-5.200838868289913e-05,0,hold,1,-0.000460000000000127,-0.0017099999999999004,,,
2022-01-03 10:10:00+00:00,1.1339,1.13447,1.13371,1.13424,1.1339,1.13391,-3.3586049311917776e-05,-5.141889351952855e-05,0,hold,1,-0.000600000000000156,-0.0017099999999999004,,,
2022-01-03 10:15:00+00:00,1.13425,1.13461,1.13409,1.13444,1.13425,1.13426,-2.18939719309752e-06,-4.146208263522152e-05,0,hold,1,-0.0002500000000000835,-0.0017099999999999004,,,
2022-01-03 10:20:00+00:00,1.13443,1.13443,1.13353,1.13359,1.1344,1.1344,-4.684818091815757e-05,-4.434033744486801e-05,1,hold,1,-9.999999999998899e-05,-0.0017099999999999004,,,
2022-01-03 10:25:00+00:00,1.13359,1.13393,1.13358,1.13374,1.13359,1.13359,-6.555971351307477e-05,-4.53856654583409e-05,1,hold,1,-0.0009099999999999664,-0.0017099999999999004,,,
2022-01-03 10:30:00+00:00,1.13372,1.13399,1.13356,1.13388,1.13372,1.13372,-7.529292336405646e-05,-5.7253815739214664e-05,0,hold,1,-0.0007800000000000029,-0.0017099999999999004,,,
2022-01-03 10:35:00+00:00,1.13388,1.13415,1.13365,1.13365,1.13387,1.13387,-9.314614499711382e-05,-6.0401993146483435e-05,0,hold,1,-0.0006300000000001305,-0.0017099999999999004,,,
2022-01-03 10:40:00+00:00,1.13365,1.13405,1.13354,1.13395,1.13365,1.13365,-8.502485979589025e-05,-6.552537358508774e-05,0,hold,1,-0.0008500000000000174,-0.0017099999999999004,,,
2022-01-03 10:45:00+00:00,1.13394,1.13439,1.13383,1.13434,1.13394,1.13394,-4.513861845167888e-05,-5.974550255472145e-05,1,hold,1,-0.000560000000000116,-0.0017099999999999004,,,
2022-01-03 10:50:00+00:00,1.13432,1.13441,1.13406,1.13431,1.13432,1.13432,-1.2830601762381377e-05,-4.534826475886479e-05,1,hold,1,-0.000180000000000069,-0.0017099999999999004,,,
2022-01-03 10:55:00+00:00,1.1343,1.13471,1.1342,1.13466,1.1343,1.1343,4.79156609061171e-05,-1.3368664839691062e-05,0,hold,1,-0.00019999999999997797,-0.0017099999999999004,,,
2022-01-03 11:00:00+00:00,1.13464,1.13476,1.13446,1.13466,1.13464,1.13465,8.37646922318136e-05,3.4271280260698883e-06,0,hold,1,0.000140000000000029,-0.0017099999999999004,,,
2022-01-03 11:05:00+00:00,1.13466,1.13486,1.13451,1.13485,1.13467,1.13467,0.00012762507170127613,2.8046972764106664e-05,0,hold,1,0.00017000000000000348,-0.0017099999999999004,,,
2022-01-03 11:10:00+00:00,1.13485,1.13564,1.13476,1.13559,1.1348,1.1348,0.0002216414589197857,6.911580794043545e-05,0,hold,1,0.00029999999999996696,-0.0017099999999999004,,,
2022-01-03 11:15:00+00:00,1.13557,1.13562,1.13545,1.1355,1.13557,1.13557,0.0002833590946207387,0.00011109544826623692,0,close long,0,0.0008699999999999044,-0.000839999999999996,,,
2022-01-03 11:20:00+00:00,1.1355,1.13558,1.135,1.13505,1.13551,1.13551,0.0002962842711538016,0.00015197144824357348,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 11:25:00+00:00,1.13502,1.13502,1.13387,1.13391,1.13502,1.13503,0.0002083665188212791,0.0001617296013954205,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 11:30:00+00:00,1.13388,1.13448,1.13357,1.13442,1.13388,1.13388,0.00018332424313993734,0.00017164261065815635,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 11:35:00+00:00,1.13442,1.13517,1.13424,1.13481,1.13438,1.13438,0.00018796174980950653,0.00017370227628458242,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 11:40:00+00:00,1.13476,1.13482,1.13456,1.1348,1.13476,1.13476,0.0001883140252185722,0.00017530407017638035,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 11:45:00+00:00,1.1348,1.13513,1.13446,1.13497,1.13478,1.13478,0.00019457074537099217,0.0001712964613591227,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 11:50:00+00:00,1.135,1.13553,1.135,1.13542,1.135,1.135,0.0002391322271730889,0.00018557956479350613,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 11:55:00+00:00,1.13543,1.13558,1.13516,1.13516,1.13542,1.13544,0.00025130962059094486,0.00020057809824104963,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 12:00:00+00:00,1.13516,1.13583,1.13505,1.13582,1.13513,1.13513,0.00031336197876941085,0.0002278290372969423,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 12:05:00+00:00,1.13582,1.13587,1.13564,1.13564,1.1358,1.1358,0.00033430385773125515,0.0002409634579592567,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 12:10:00+00:00,1.13566,1.13588,1.13563,1.1358,1.13566,1.13566,0.00036793127705792017,0.0002698241977948549,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 12:15:00+00:00,1.13581,1.13598,1.1355,1.1357,1.13581,1.13581,0.00037936872249821896,0.0002913221999763254,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 12:20:00+00:00,1.1357,1.13596,1.13549,1.1356,1.13571,1.13571,0.000371535982461646,0.0003011847634095908,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 12:25:00+00:00,1.13558,1.13581,1.13552,1.13555,1.13558,1.13558,0.0003657037681894515,0.0003194982430062005,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 12:30:00+00:00,1.13554,1.13559,1.13538,1.13554,1.13554,1.13554,0.00035010690623615837,0.00032272220365800653,0,hold,0,0,-0.000839999999999996,,,
2022-01-03 12:35:00+00:00,1.13554,1.13557,1.13522,1.13527,1.13556,1.13556,0.0003090479931047163,0.0003133718569155606,-1,short,-1,0,-0.000839999999999996,1.13556,1.13456,1.1365599999999998
2022-01-03 12:40:00+00:00,1.13527,1.13544,1.13509,1.13519,1.13525,1.13525,0.0002712204796830875,0.0003047183312238549,-1,close short,0,0.00010999999999981042,-0.0007300000000001856,,,
2022-01-03 12:45:00+00:00,1.13519,1.13581,1.13518,1.13576,1.13518,1.13518,0.0002856170031417804,0.00030288010758279527,0,hold,0,0,-0.0007300000000001856,,,
2022-01-03 12:50:00+00:00,1.13577,1.13584,1.13521,1.13546,1.13576,1.13576,0.00026255828820920257,0.0002876089926614639,0,hold,0,0,-0.0007300000000001856,,,
2022-01-03 12:55:00+00:00,1.13547,1.13594,1.13533,1.13554,1.13542,1.13543,0.00025666774587862484,0.00028632802510380594,0,hold,0,0,-0.0007300000000001856,,,
2022-01-03 13:00:00+00:00,1.13554,1.13571,1.13517,1.13548,1.13553,1.13553,0.00024345264291669722,0.0002807819746281987,0,hold,0,0,-0.0007300000000001856,,,
2022-01-03 13:05:00+00:00,1.13548,1.13558,1.13524,1.13526,1.13547,1.13547,0.00021060332647282465,0.00026665742204861953,0,hold,0,0,-0.0007300000000001856,,,
